query-id,text
MI3_240819_TY1_0262_2_V02-8_1,제목 소제목 방한 중국인 규모 및 성장률 혼합형에 대해 알려주세요
MI3_240819_TY1_0264_2_V01_1,세계 Top 10 선박금융기관 현황 세로 막대형 차트에 대해 알려주세요
MI3_240819_TY1_0264_2_V02-8_1,선박금융기관의 구조조정 현황 혼합형 차트에 대해 알려주세요
MI3_240819_TY1_0264_4_V02-4_1,한·중·일 수주량 점유율 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0265_1_V02-3_1,제목에 대한 세부정보와 관련된 원형 차트에 대해 알려주세요
MI3_240819_TY1_0282_1_V02-4_2,<그림 1> 평균 GVC 참여도 추이 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0282_4_V01_1,<표8> 1차 차분 모형 분석 결과에 대해 알려주세요
MI3_240819_TY1_0321_1_V03_1,<그림 3> 도시경쟁력의 구성에 대해 알려주세요
MI3_240819_TY1_0324_4_V02-4_3,인플레이션 요인별 분해 및 원인 분석에 대해 알려주세요
MI3_240819_TY1_0339_2_V01_1,소비성향 결정식 추정 결과를 담은 세로 막대형 차트에 대해 알려주세요
MI3_240819_TY1_0400_1_V01_1,지역경제조사연구 2016-2 본문 차트에 대해 알려주세요
MI3_240819_TY1_0461_1_V02-8_1,북한 인구 추세 혼합형에 대해 알려주세요
MI3_240819_TY1_0461_2_V02-8_1,총인구 및 연령별 인구구성 차트(혼합형)에 대해 알려주세요
MI3_240819_TY1_0562_1_V02-4_8,BOK 경제연구 제2020-7호에 대해 알려주세요
MI3_240819_TY1_0562_2_V02-4_7,ONE 2000 꺾은선형에 대해 알려주세요
MI3_240819_TY1_0562_3_V02-4_2,적합 19 of 10 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0562_3_V02-4_5,Old 680 (메리카) 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0562_5_V01_1,북한의 광물 수출과 품목별 수입에 대해 알려주세요
MI3_240819_TY1_0562_5_V01_2,<표 5> Johansen 공적분 검정 결과: 비중에 대해 알려주세요
MI3_240819_TY1_0562_9_V02-4_1,북한의 국가별 광산장비 수입 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0587_3_V01_1,제목에 대한 시각요소 제목 북한(2015) 남한(1980) 평양시 100.0 지방도시평균에 대해 알려주세요
MI3_240819_TY1_0587_6_V01_1,BOK 경제연구 제2021-5호의 점유율 도시명 총액 및 도시별 소계 차트에 대해 알려주세요.
MI3_240819_TY1_0633_3_V02-8_1,대구경북지역 수출입 혼합형에 대해 알려주세요
MI3_240819_TY1_0669_1_V02-4_1,한국과 일본의 인구 구조 변화에 대한 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0683_2_V02-4_2,제목에 대한 본문의 내용을 바탕으로 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0683_2_V02-4_3,제목에 대한 본문의 내용을 바탕으로 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0683_3_V02-4_1,제목에 대한 차트(꺾은선형) 정보에 대해 알려주세요
MI3_240819_TY1_0691_2_V02-8_1,인천지역 의약품 국가별 수출 추이 차트(혼합형)에 대해 알려주세요
MI3_240819_TY1_0691_3_V02-1_1,IV. 평가 및 문제점 전체 의약품중 바이오의약품 비중 전망 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0692_1_V02-5_1,베이지안 모형평균법을 이용한 경상수지 벤치마크 추정에 대해 알려주세요
MI3_240819_TY1_0693_2_V02-8_2,우리나라 비금융기업의 외화채권 발행 현황과 거시 경제 시사점 차트(혼합형)에 대해 알려주세요
MI3_240819_TY1_0693_2_V02-8_8,우리나라 비금융기업의 외화채권 발행 현황과 거시 경제 시사점에 대해 알려주세요.
MI3_240819_TY1_0788_3_V02-4_1,본 연구의 분석 대상 기간인 2002~2012년 동안의 연도별 저축은행의 연간 성장률 차트에 대해 알려주세요
MI3_240819_TY1_0842_1_V02-4_1,지급수단별 결제규모 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0842_3_V02-4_1,<결제금액> 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0869_3_V02-1_4,정책자금 관련 만족도 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_0898_5_V01_1,국내 은행의 자금조달 구조와 기업대출에 대한 Panel Dynamic VARIABLES (Fixed effect) 분석 결과에 대해 알려주세요
MI3_240819_TY1_0939_1_V02-4_2,T01 T02 수익성지표 추이 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_0939_3_V02-8_2,성장성지표 추이에 대해 알려주세요
MI3_240819_TY1_1003_1_V02-4_2,실질 GDP 성장률과 관련된 꺾은선형 차트에 대해 알려주세요
MI3_240819_TY1_1003_4_V02-8_1,통화신용정책 보고서 및 주가 및 외국인 주식순매수에 대해 알려주세요
MI3_240819_TY1_1013_2_V02-8_1,5월중 설비투자의 전월대비 증감률에 대해 알려주세요
MI3_240819_TY1_1029_1_V02-8_1,주요경제도표 제조업 생산· 출하· 재고 혼합형에 대해 알려주세요
MI3_240819_TY1_1029_1_V02-8_2,건설관련 지표 추이 혼합형에 대해 알려주세요
MI3_240819_TY1_1029_4_V02-3_1,금융기관 여신비중 차트(원형)에 대해 알려주세요
MI3_240819_TY1_1034_5_V01_2,비제조업 기업규모 및 업종별 재무구조 지표에 대해 알려주세요
MI3_240819_TY1_1046_4_V01_1,BOK 경제연구 제 2013-15 (2013.05) 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_1046_4_V02-4_1,BOK 경제연구 제 2013-15 (2013.05) 차트(꺾은선형)에 대해 알려주세요
MI3_240819_TY1_1095_3_V02-1_1,(십억원) 금융기관 수신증감액 추이 (전월대비) 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_1119_1_V01_1,제조업 생산 현황 표에 대해 알려주세요
MI3_240819_TY1_1119_1_V02-8_1,제조업 생산지수 추이 혼합형에 대해 알려주세요
MI3_240819_TY1_1119_3_V02-8_1,대형소매점 판매액지수 혼합형에 대해 알려주세요
MI3_240819_TY1_1119_3_V02-8_2,승용차신규등록대수 혼합형에 대해 알려주세요
MI3_240819_TY1_1163_3_V02-1_2,매출영업 이익률 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_1163_4_V02-1_3,부채비율 차트(세로 막대형)에 대해 알려주세요
MI3_240819_TY1_1182_2_V02-8_1,한국은행 예금 및 대출금 차트(혼합형)에 대해 알려주세요
MI3_240819_TY1_1188_2_V02-8_1,한국은행 예금 및 대출금 혼합형에 대해 알려주세요
MI3_240820_TY1_0041_2_V01_1,금융기관 여신에 대한 표에 대해 알려주세요.
MI3_240820_TY1_0041_3_V02-8_1,II 수신 동향 혼합형에 대해 알려주세요
MI3_240820_TY1_0050_2_V01_1,제목에 대한 관련된 차트의 내용을 알려주세요.
MI3_240820_TY1_0050_3_V01_5,생산성 관련 지표의 표에 대해 알려주세요
MI3_240820_TY1_0050_4_V01_2,1. 재무상태표 Balance Sheet 본문 표에 대해 알려주세요
MI3_240820_TY1_0050_4_V01_3,2. 손익계산서 Income Statement 본문 표에 대해 알려주세요
MI3_240820_TY1_0050_5_V01_4,"8. 자산· 자본의 회전율에 대한 총자산회전율, 자기자본회전율 등 회전에 대해 알려주세요"
MI3_240820_TY1_0082_4_V02-4_1,건축착공 및 허가 증가율에 대해 알려주세요
MI3_240820_TY1_0088_2_V01_1,"(전년동기대비, %)에 대해 알려주세요"
MI3_240820_TY1_0088_4_V02-8_1,건축착공 및 허가 증가율 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0092_1_V02-1_2,지역별 가구당 GRDP에 대해 알려주세요
MI3_240820_TY1_0092_2_V02-4_1,이 문서에서 전국과 제주 지역의 고령화율에 대한 차트(꺾은선형)에 대해 알려주세요.
MI3_240820_TY1_0092_3_V02-8_2,내·외국인 관광객의 지출액 변화를 보여주는 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0092_4_V02-8_1,제목에 따르면 경제활동참가율과 관련된 차트에 대해 알려주세요
MI3_240820_TY1_0092_4_V02-8_3,제목에 따르면 시도별 최저 및 최고값과 관련된 차트에 대해 알려주세요
MI3_240820_TY1_0137_2_V01_3,유가증권이자에 대해 알려주세요
MI3_240820_TY1_0137_2_V01_4,환매조건부매각증권이자에 대해 알려주세요
MI3_240820_TY1_0182_1_V01_1,Ⅱ 외국계 금융기관의 국내시장진출현황 차트에 대해 알려주세요
MI3_240820_TY1_0182_1_V02-1_1,Ⅲ 국내진입 외국은행 추세 그래프에 대해 알려주세요
MI3_240820_TY1_0182_2_V02-8_2,외국계 은행의 당기순이익과 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0182_4_V02-4_1,전국 및 주요도시 경제성장률 비교를 다룬 꺾은선형 그래프에 대해 알려주세요
MI3_240820_TY1_0211_3_V01_1,BOK 경제리뷰 No. 2014-4 III. 거시건전성 정책수단에 대해 알려주세요
MI3_240820_TY1_0211_7_V01_1,마. 위험가중치 최적화(Risk-Weight Optimization) 행위 발생과 관련하여 위험가중치 최적화 기법의 예에 대해 알려주세요
MI3_240820_TY1_0218_6_V01_1,경기대응완충자본 및 통화정책 간 상호작용과 효과적인 정책운용체계에 대해 알려주세요
MI3_240820_TY1_0223_2_V02-4_1,인플레이션 변동성 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0223_2_V02-4_2,인플레이션 지속성 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0225_1_V02-4_1,BOK 경제리뷰 No. 2012-12 및 미국과 일본의 생산가능인구비중과 실질주택가격 추이에 대해 알려주세요
MI3_240820_TY1_0225_5_V01_1,주요 개도국의 생산가능인구비중 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_0227_2_V02-4_1,BOK 경제리뷰 III. 금융의 경기순응성 측정 및 국제 비교 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0227_3_V02-4_1,금융의 경기순응성 측정 및 국제 비교 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0227_4_V02-4_2,"BOK 경제리뷰 No. 2012-15 및 금융변수와 실질GDP, 주택가격, 주가 변동률 꺾은선형에 대해 알려주세요"
MI3_240820_TY1_0230_4_V02-4_1,<그림 5> 국내외 투자총량의 GDP 대비 비율 추이에 대해 알려주세요
MI3_240820_TY1_0230_6_V02-4_1,<그림 7> 우리나라 제조업 가동률 추이 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0340_3_V02-1_2,국가별 대중국 수출 의존도에 대해 알려주세요
MI3_240820_TY1_0368_1_V01_2,I. 금융동향 한국은행 예금 및 대출금에 대해 알려주세요
MI3_240820_TY1_0368_3_V01_1,9. 전력사용량 본문 표에 대해 알려주세요
MI3_240820_TY1_0448_2_V02-4_1,경제성장률과 원/달러환율 변동률 추이에 대해 알려주세요
MI3_240820_TY1_0448_3_V02-8_1,수입자본재 비중(%) 및 원/달러 명목환율 혼합형에 대해 알려주세요
MI3_240820_TY1_0448_4_V02-4_2,실질환율의 수출에 대한 효과 차트에 대해 알려주세요
MI3_240820_TY1_0448_6_V02-4_1,미국 수출가격에 대한 환율전가율 추이 차트에 대해 알려주세요.
MI3_240820_TY1_0455_2_V02-4_1,채무불이행과 CDS 프리미엄 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0455_2_V02-4_2,외환위기와 CDS 프리미엄 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0455_8_V02-4_1,CDS변동의 충격에 대한 반응 : 채무불이행 경험국과 비경험국 비교 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0462_1_V01_1,산업별 생산물의 중간수요 비중에 대해 알려주세요
MI3_240820_TY1_0462_6_V01_1,본문 V에 대해 알려주세요
MI3_240820_TY1_0476_1_V02-8_1,I. 머리말 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0476_2_V02-1_1,품목별 소비비중 변화에 대해 알려주세요
MI3_240820_TY1_0476_3_V02-4_6,가구주연령별 소비 패턴의 품목별·기간별 비교 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0476_5_V02-6_4,품목별소비 및 산업생산간 관계에 대해 알려주세요
MI3_240820_TY1_0483_3_V02-1_1,제목에 대한 주식부채와 채권부채의 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0483_4_V02-1_1,그래프 IV-7: 아시아 8개국 해외포트폴리오 자산 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0483_5_V02-1_5,제목에 대한 내용을 바탕으로 그래프 IV-14: 외국은행의 유럽에 대한 해외청구권과 관련된 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0492_1_V02-1_5,강원영동 지역 연체율 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0492_2_V02-4_3,II 가계부채 현황 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0492_6_V01_2,제목에 따라 강원영동 및 전국 부동산담보대출 현황에 대해 알려주세요
MI3_240820_TY1_0492_6_V02-4_1,제목에 대한 자료에서 다중채무자 대출비중 추이에 대해 알려주세요
MI3_240820_TY1_0508_4_V01_1,예금은행 여신 동향 표에 대해 알려주세요
MI3_240820_TY1_0508_6_V01_1,금융기관 중소기업대출 동향 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0511_1_V02-8_1,강원지역 금융기관 수신 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0511_3_V01_1,비은행예금취급기관 수신 동향에 대해 알려주세요
MI3_240820_TY1_0512_7_V02-4_1,강원지역 금융기관별 가계대출 추이 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0521_1_V02-8_1,강원지역 금융기관 수신 잔액 증감 추이 혼합형에 대해 알려주세요
MI3_240820_TY1_0521_7_V02-8_1,강원지역 금융기관별 가계대출 추이 혼합형에 대해 알려주세요
MI3_240820_TY1_0528_2_V01_1,제목에 언급된 성공요인과 관련된 차트에 대해 알려주세요.
MI3_240820_TY1_0538_4_V02-8_1,에 대한 내용에서 예금은행 수신 추이에 관한 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0538_6_V01_1,비은행예금취급기관 수신 현황 표에 대해 알려주세요
MI3_240820_TY1_0538_7_V02-8_1,비은행금융기관 여신 추이에 대한 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0545_5_V01_1,"기간중 잔액 증감, 억원, % 차트에 대해 알려주세요"
MI3_240820_TY1_0545_6_V02-8_1,금융기관 중소기업대출 동향 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0566_1_V02-1_1,강원지역 금융기관 수신 증감액 추이에 대해 알려주세요
MI3_240820_TY1_0582_1_V01_1,금융업종별 경영건전성 측정을 위한 변수별 활용지표 차트에 대해 알려주세요
MI3_240820_TY1_0600_2_V02-4_1,제조업 생산·출하·재고 증감률 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_0601_1_V01_1,I 실물동향 1 생산 제조업 업종별 생산 증감률 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0611_5_V02-8_1,건축허가면적 및 건설수주액 변화에 대해 알려주세요
MI3_240820_TY1_0620_1_V02-4_1,Ⅱ. 경남경제의 특징 2) 강두용(2003)을 참고하여 계절조정 제조업생산지수에서 HP필터를 이용하여 추세를 제거하여 구한 순환변 동치의 표준편차로 측정하였다에 대해 알려주세요
MI3_240820_TY1_0638_1_V02-8_2,경남지역 건설투자 관련 지표 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0638_2_V01_1,경남지역 수출입 증가율 표에 대해 알려주세요
MI3_240820_TY1_0638_2_V02-8_1,경남지역 수출입 증가율 혼합형에 대해 알려주세요
MI3_240820_TY1_0655_1_V02-4_2,경남·전국 제조업 설비투자BSI 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0681_1_V02-8_1,판매액 불변지수와 전년동월대비 증가율의 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0681_2_V02-4_1,나. 설비투자에 대해 알려주세요
MI3_240820_TY1_0681_2_V02-4_2,나. 설비투자에 대해 알려주세요
MI3_240820_TY1_0681_3_V01_1,경남지역 건축허가 및 착공면적 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0704_3_V02-1_1,경북동해안 수산물 생산량 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0722_2_V02-1_1,포항지역 크루즈 월별 탑승객수에 대해 알려주세요
MI3_240820_TY1_0722_4_V02-8_1,나. 수출입과 경북동해안지역 수출에 대해 알려주세요.
MI3_240820_TY1_0735_1_V02-4_1,서비스업 경주 보문관광단지 국적별 숙박객수 증가율 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0735_1_V02-8_1,서비스업 경주 보문관광단지 숙박객수 및 증가율 혼합형에 대해 알려주세요
MI3_240820_TY1_0746_1_V02-4_2,포항운하 방문객 및 크루즈탑승객수 증감률에 대해 알려주세요
MI3_240820_TY1_0746_3_V02-8_1,수출입과 관련된 철강산단 및 경북동해안 수출 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0770_2_V02-1_1,이 문서에서 경북동해안지역 수산물 생산량에 대한 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_0784_1_V01_1,관광객 수 관련 표에 대해 알려주세요
MI3_240820_TY1_0784_1_V02-1_1,운하 방문객수 및 크루즈 탑승객수를 나타내는 세로 막대형 차트에 대해 알려주세요
MI3_240820_TY1_0784_1_V02-8_1,입도 관광객수와 관련된 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0810_3_V02-4_2,Ⅱ. 실물동향 경북동해안지역 수출 및 수입 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0844_1_V02-8_1,강원지역 금융기관 수신 잔액 증감 추이 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_0856_1_V02-8_1,제목 금융기관 수신 증감액 추이 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0856_1_V02-8_2,제목 금융기관 여신 증감액 추이 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_0856_3_V01_1,수익증권 판매에 대해 알려주세요
MI3_240820_TY1_0944_2_V02-4_1,자산·부채 현금흐름의 위치 변화에 따른 금리리스크 변화 꺾은선형에 대해 알려주세요
MI3_240820_TY1_0960_2_V02-1_1,2014년 산업연관표 작성결과 본문 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_0977_4_V02-4_3,주요 경제 지표인 SA전월비와 관련된 증가율 비교에 대해 알려주세요.
MI3_240820_TY1_1007_4_V03_1,제4장 금융안전위원회(FSB) 조직도에 대해 알려주세요
MI3_240820_TY1_1015_2_V02-4_2,유형별 규제지수 변동 추이 중요규제 및 비중요규제 지수에 대해 알려주세요
MI3_240820_TY1_1069_4_V02-4_1,대출증가율 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1070_1_V02-8_4,개인사업자의 기업대출 변화에 대해 알려주세요
MI3_240820_TY1_1070_3_V02-1_2,금융업권별 자영업자 부실위험률 변동폭 꺾은선형에 대해 알려주세요
MI3_240820_TY1_1070_4_V03_1,주요국의 금융 불안 요인을 정리한 다이어그램에 대해 알려주세요.
MI3_240820_TY1_1133_2_V02-1_3,금융기관별 점유율 변화 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1133_3_V01_1,2015년~16년 중 예금취급기관별 가계대출 증감에 대해 알려주세요
MI3_240820_TY1_1181_3_V02-8_1,이 자료의 차트(혼합형)에 대해 알려주세요
MI3_240820_TY1_1183_2_V01_1,이 보고서에서 제시된 통계 수치와 관련하여 손실률을 표시하는 표에 대해 알려주세요
MI3_240820_TY1_1183_2_V01_2,소비심리 개선과 관련된 시장 전망에 대해 알려주세요
MI3_240820_TY1_1200_1_V01_1,"비농가취업자수 증가와 실업률, 경제활동참가율에 대해 알려주세요"
MI3_240820_TY1_1200_1_V02-8_1,취업지수 증감과 실업률에 대해 알려주세요
MI3_240820_TY1_1201_3_V02-4_1,향후 미국 경제회복세를 긍정적으로 보는 이유 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1227_2_V02-4_1,<그림 4> 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1230_2_V02-1_1,V타입에 대해 알려주세요
MI3_240820_TY1_1230_3_V02-3_1,은행거래 애로사항 기타 높은 금리 16% 34% 신용대출 기피 7% 까 다 로 운 대 출절차 8 & 연대보증인 요구 8% 무리한 담보 대출한도 부족 요구 13% 15%에 대해 알려주세요
MI3_240820_TY1_1242_3_V02-1_2,해외경제 포커스 금융위기 전후 연령별 노동시장 참가율 변화 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1246_3_V02-4_1,해외경제 포커스 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1259_1_V02-4_2,해외경제 포커스 제2013-8호 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1259_2_V02-8_1,해외경제 포커스에 대한 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_1259_2_V02-8_2,해외경제 포커스에 대한 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_1275_2_V02-1_1,세계 주요 바이오연료 생산량 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1275_3_V02-4_3,해외경제 포커스꺾은선형에 대해 알려주세요
MI3_240820_TY1_1290_2_V02-4_2,일본의 대학 진학률 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1301_1_V02-4_1,실물자산 비중 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1319_2_V02-4_1,업종별 영업활동 현금흐름 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1337_1_V02-1_4,부품소재산업의 네트워크 및 산업연계성 분석 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1337_2_V02-1_5,2016-2 한국은행 경기본부 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1337_2_V02-1_8,2016-2 경기본부 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1345_1_V02-1_1,인천지역 고용률 및 실업률 추이 세로 막대형에 대해 알려주세요
MI3_240820_TY1_1345_2_V02-8_1,60대 이상 고용자 증감에 대해 알려주세요
MI3_240820_TY1_1345_3_V02-4_1,인천지역 산업별 고용비중 추이 (%) 꺾은선형에 대해 알려주세요
MI3_240820_TY1_1357_3_V02-7_1,연도별 각 분기의 군집내 제곱합 차트에 대해 알려주세요
MI3_240820_TY1_1357_3_V02-7_2,연도별 각 분기의 SOM의 군집 분석 차트에 대해 알려주세요
MI3_240820_TY1_1388_2_V02-4_3, 미국과 일본의 IT 수출가격 추이 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_1389_3_V02-4_4,증감액 기준 달러비중에 대하여 잔액기준 데이터를 나타내는 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_1413_2_V02-2_1,자동차 산업 기술변화 관련하여 추진해 온 경영전략 차트(가로 막대형)에 대해 알려주세요
MI3_240820_TY1_1413_2_V02-2_3,기술개발 역량 관련 기타 지표 차트(가로 막대형)에 대해 알려주세요
MI3_240820_TY1_1413_6_V02-2_1,스마트카 시대를 맞는 강원지역 자동차부품 산업의 대응전략과 의료기기 산업과의 융합에 대한 인식 차트(가로 막대형)에 대해 알려주세요
MI3_240820_TY1_1446_1_V02-8_1,우리나라 경상수지 추이에 대한 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_1446_2_V02-1_1,경상수지 추이 중 연도별 수출증감률과 수입증감률에 대한 차트에 대해 알려주세요
MI3_240820_TY1_1452_1_V02-4_1,업종별 실질실효환율을 이용한 우리나라 제조업의 가격경쟁력 분석 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1452_2_V02-4_1,주요 산업별 실질실효환율지수 추이 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1452_2_V02-4_2,주요 산업별 실질실효환율지수 추이 차트(꺾은선형)에 대해 알려주세요
MI3_240820_TY1_1468_1_V02-3_2,2015년 영국의 주요국에 대한 수출비중 차트(원형)에 대해 알려주세요
MI3_240820_TY1_1468_2_V02-2_1,영국 투자요인에 대한 설문조사 차트(가로 막대형)에 대해 알려주세요
MI3_240820_TY1_1468_2_V02-4_1,영국 제조업 PMI 및 소비자신뢰지수에 대한 차트(꺾은선형) 내용에 대해 알려주세요
MI3_240820_TY1_1468_3_V02-4_1,영국 이민자수에 대한 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_1533_2_V02-4_1,관광단지 연도별 지정현황에 대한 꺾은선형 차트에 대해 알려주세요
MI3_240820_TY1_1533_3_V03_1, 화훼 관련 수요와 공급을 분석한 다이어그램에 대해 알려주세요
MI3_240820_TY1_1568_2_V01_1,광주 전남지역 의료관광산업 활성화 방안에 대한 용어 정의 차트(표)에 대해 알려주세요
MI3_240820_TY1_1568_2_V03_1,광주 전남지역 의료관광산업 활성화 방안에 대한 용어 정의 차트(다이어그램)에 대해 알려주세요
MI3_240820_TY1_1582_3_V02-8_1,PG계좌이체 결제 절차에 대한 다이어그램에 대해 알려주세요
MI3_240820_TY1_1589_3_V02-1_1,국채 만기도래 구성에 대한 그래프와 연도별 변동 추세에 대해 알려주세요
MI3_240820_TY1_1602_2_V02-4_1,대외거래와 관련된 전체수출 및 반도체 제외 수출 추이에 대해 알려주세요.
MI3_240820_TY1_1608_1_V02-4_1,부문별 경제동향 인천지역 제조업 생산 증가율 꺾은선형에 대해 알려주세요
MI3_240820_TY1_1608_3_V01_1,인천지역 어음부도율 표에 대해 알려주세요
MI3_240820_TY1_1619_3_V02-8_1,인천지역 비은행 금융기관 여신 혼합형에 대해 알려주세요
MI3_240820_TY1_1644_3_V02-8_1,인천지역 예금은행 수신 증가율에 대해 알려주세요
MI3_240820_TY1_1651_1_V02-1_2,실질 부가가치 성장률 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1684_1_V01_1,일본 장수기업의 세계시장 점유율 표에 대해 알려주세요
MI3_240820_TY1_1688_2_V03_1,2013년과 2025년 사이의 보수비례부분 인상에 대해 알려주세요
MI3_240820_TY1_1701_1_V02-8_2,일본의 주요국 부품·소재수출 추이에 대해 알려주세요
MI3_240820_TY1_1701_2_V02-8_1, IMD 과학인프라 순위 혼합형 차트에 대해 알려주세요
MI3_240820_TY1_1720_1_V02-4_3,부산의 연도별 동남권 총인구 추이에 대해 알려주세요
MI3_240820_TY1_1737_5_V01_1,종합주가지수 및 코스닥지수 추이 표에 대해 알려주세요
MI3_240820_TY1_1737_5_V02-4_1,우리나라의 주가지수 추이에 대해 알려주세요
MI3_240820_TY1_1743_6_V02-2_1,2020-02 한국은행 대구경북본부 창업 및 경쟁력 강화자금 경영안정자금 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1747_3_V02-1_1,피용자보수 영업잉여 고정자본소모 기타생산세 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1747_3_V02-3_1,요소소득 비중 변화 차트(원형)에 대해 알려주세요
MI3_240820_TY1_1748_1_V01_1,사업체수 종사자수 비중(%) 표에 대해 알려주세요
MI3_240820_TY1_1748_4_V02-1_1,지역 건설업 성장률 차트(세로 막대형)에 대해 알려주세요
MI3_240820_TY1_1748_6_V02-8_2,제주지역 대형공사 발주액 및 비중에 대해 알려주세요
MI3_240820_TY1_1749_4_V02-3_1,금융기관 여신비중 원형 차트에 대해 알려주세요
MI3_240820_TY1_1749_5_V02-8_1,예금은행 중소기업 대출 추이 혼합형에 대해 알려주세요
MI3_240820_TY1_1756_1_V02-4_1,제주지역 소매판매액지수(꺾은선형) 차트에 대해 알려주세요
MI3_240820_TY1_1756_4_V02-8_1,제주경제브리프 사업체 매출액 증가율 혼합형에 대해 알려주세요
MI3_240820_TY1_1756_6_V02-1_2,서울 별 아파트 단위당 평균 가격 차트(세로 막대형)에 대해 알려주세요
